Loan_ID,Gender,Race,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001908,Female,Black,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,0.84,Rural,Y
LP001910,Male,Black,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N
LP001914,Male,Black,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y
LP001915,Male,Black,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y
LP001917,Female,Black,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y
LP001922,Male,White,Yes,0,Graduate,No,20667,0.0,146.41,360.0,1.0,Rural,N
LP001924,Male,Black,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y
LP001925,Female,Black,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N
LP001926,Male,Black,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y
LP001931,Female,Black,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y
LP001935,Male,White,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y
LP001936,Male,Black,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y
LP001938,Male,Black,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N
LP001940,Male,Black,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y
LP001945,Female,Black,No,0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N
LP001947,Male,Black,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y
LP001949,Male,Black,Yes,3,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y
LP001953,Male,White,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y
LP001954,Female,Black,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y
LP001955,Female,Black,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N
LP001963,Male,Black,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N
LP001964,Male,Black,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N
LP001972,Male,Black,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
LP001974,Female,Black,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y
LP001977,Male,Black,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y
LP001978,Male,Black,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y
LP001990,Male,Black,No,0,Not Graduate,No,2000,0.0,146.41,360.0,1.0,Urban,N
LP001993,Female,Black,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y
LP001994,Female,Black,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N
LP001998,Male,White,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,0.84,Rural,Y
LP002002,Female,Black,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y
LP002004,Male,Black,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y
LP002006,Female,Black,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y
LP002008,Male,Black,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,0.84,Rural,Y
LP002024,Male,Black,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N
LP002031,Male,Black,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y
LP002035,Male,Black,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y
LP002036,Male,Black,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,0.84,Urban,Y
LP002043,Female,Black,No,1,Graduate,No,3541,0.0,112.0,360.0,0.84,Semiurban,Y
LP002050,Male,White,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N
LP002051,Male,Black,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y
LP002053,Male,Black,Yes,3,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y
LP002054,Male,Black,Yes,2,Not Graduate,No,3601,1590.0,146.41,360.0,1.0,Rural,Y
LP002055,Female,Black,No,0,Graduate,No,3166,2985.0,132.0,360.0,0.84,Rural,Y
LP002065,Male,White,Yes,3,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y
LP002067,Male,White,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N
LP002068,Male,Black,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y
LP002082,Male,Black,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y
LP002086,Female,Black,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002087,Female,Black,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
LP002097,Male,Black,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y
LP002098,Male,Black,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y
LP002100,Male,Black,No,0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y
LP002103,Male,White,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y
LP002106,Male,Black,Yes,0,Graduate,Yes,5503,4490.0,70.0,342.0,1.0,Semiurban,Y
LP002110,Male,Black,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y
LP002112,Male,Black,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y
LP002113,Female,Black,No,3,Not Graduate,No,1830,0.0,146.41,360.0,0.0,Urban,N
LP002114,Female,Black,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y
LP002115,Male,Black,Yes,3,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N
LP002116,Female,Black,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N
LP002119,Male,Black,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y
LP002126,Male,Black,Yes,3,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y
LP002128,Male,Black,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y
LP002129,Male,Black,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
LP002130,Male,Black,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N
LP002131,Male,Black,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y
LP002137,Male,Black,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,0.84,Semiurban,Y
LP002138,Male,Black,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y
LP002139,Male,White,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y
LP002140,Male,White,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N
LP002141,Male,Black,Yes,3,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y
LP002142,Female,Black,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N
LP002143,Female,Black,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y
LP002144,Female,Black,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y
LP002149,Male,White,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y
LP002151,Male,Black,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N
LP002158,Male,Black,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N
LP002160,Male,Black,Yes,3,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y
LP002161,Female,Black,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N
LP002170,Male,Black,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y
LP002175,Male,Black,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y
LP002178,Male,Black,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,0.84,Urban,Y
LP002180,Male,White,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y
LP002181,Male,Black,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N
LP002187,Male,Black,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N
LP002188,Male,Black,No,0,Graduate,No,5124,0.0,124.0,342.0,0.0,Rural,N
LP002190,Male,Black,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y
LP002194,Female,White,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y
LP002197,Male,Black,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y
LP002201,Male,White,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y
LP002205,Male,Black,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N
LP002209,Female,Black,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y
LP002211,Male,Black,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y
LP002219,Male,White,Yes,3,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y
LP002223,Male,Black,Yes,0,Graduate,No,4310,0.0,130.0,360.0,0.84,Semiurban,Y
LP002224,Male,Black,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N
LP002225,Male,Black,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y
LP002226,Male,Black,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y
LP002229,Male,Black,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y
LP002231,Female,Black,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y
LP002234,Male,White,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y
LP002236,Male,Black,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N
LP002237,Male,Black,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y
LP002239,Male,Black,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y
LP002243,Male,Black,Yes,0,Not Graduate,No,3010,3136.0,146.41,360.0,0.0,Urban,N
LP002244,Male,Black,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y
LP002250,Male,Black,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y
LP002255,Male,White,No,3,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y
LP002262,Male,White,Yes,3,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y
LP002263,Male,Black,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,0.84,Urban,Y
LP002265,Male,Black,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y
LP002266,Male,Black,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y
LP002272,Male,Black,Yes,2,Graduate,No,3276,484.0,135.0,360.0,0.84,Semiurban,Y
LP002277,Female,Black,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N
LP002281,Male,Black,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y
LP002284,Male,Black,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y
LP002287,Female,Black,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N
LP002288,Male,Black,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N
LP002296,Male,Black,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N
LP002300,Female,Black,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y
LP002301,Female,White,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N
LP002305,Female,Black,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y
LP002308,Male,Black,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y
LP002314,Female,Black,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y
LP002315,Male,White,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N
LP002318,Female,Black,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N
LP002319,Male,Black,Yes,0,Graduate,No,6256,0.0,160.0,360.0,0.84,Urban,Y
LP002328,Male,Black,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N
LP002332,Male,Black,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y
LP002335,Female,Black,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N
LP002337,Female,Black,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y
LP002341,Female,Black,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
LP002345,Male,Black,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y
LP002347,Male,Black,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y
LP002348,Male,Black,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y
LP002357,Female,Black,No,0,Not Graduate,No,2720,0.0,80.0,342.0,0.0,Urban,N
LP002361,Male,Black,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y
LP002362,Male,White,Yes,1,Graduate,No,7250,1667.0,110.0,342.0,0.0,Urban,N
LP002364,Male,White,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y
LP002366,Male,Black,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y
LP002367,Female,Black,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N
LP002368,Male,Black,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y
LP002369,Male,Black,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y
LP002370,Male,Black,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y
LP002377,Female,White,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y
LP002379,Male,White,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N
LP002387,Male,Black,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y
LP002390,Male,Black,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP002393,Female,White,Yes,0,Graduate,No,10047,0.0,146.41,240.0,1.0,Semiurban,Y
LP002398,Male,Black,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y
LP002401,Male,Black,Yes,0,Graduate,No,2213,1125.0,146.41,360.0,1.0,Urban,Y
LP002403,Male,White,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N
LP002407,Female,White,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y
LP002408,Male,Black,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y
LP002409,Male,White,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y
LP002418,Male,Black,No,3,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y
LP002424,Male,White,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,0.84,Rural,Y
LP002429,Male,Black,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y
LP002434,Male,Black,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y
LP002435,Male,Black,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N
LP002443,Male,Black,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N
LP002444,Male,Black,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,0.84,Semiurban,N
LP002446,Male,Black,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N
LP002447,Male,Black,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,0.84,Urban,Y
LP002448,Male,Black,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N
LP002449,Male,Black,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y
LP002453,Male,White,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP002455,Male,Black,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y
LP002459,Male,Black,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y
LP002467,Male,Black,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N
LP002472,Male,Black,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y
LP002473,Male,White,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N
LP002478,Male,Black,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,0.84,Semiurban,Y
LP002484,Male,White,Yes,3,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y
LP002487,Male,Black,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y
LP002489,Female,Black,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP002493,Male,Black,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N
LP002494,Male,Black,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y
LP002500,Male,Black,Yes,3,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N
LP002501,Male,White,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y
LP002502,Female,Black,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y
LP002505,Male,Black,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002515,Male,Black,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
LP002517,Male,Black,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N
LP002519,Male,Black,Yes,3,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y
LP002522,Female,Black,No,0,Graduate,Yes,2500,0.0,93.0,360.0,0.84,Urban,Y
LP002524,Male,Black,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y
LP002527,Male,White,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y
LP002529,Male,White,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y
LP002530,Male,Black,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N
LP002531,Male,White,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y
LP002533,Male,Black,Yes,2,Graduate,No,2947,1603.0,146.41,360.0,1.0,Urban,N
LP002534,Female,Black,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y
LP002536,Male,Black,Yes,3,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y
LP002537,Male,Black,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y
LP002541,Male,White,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y
LP002543,Male,White,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y
LP002544,Male,Black,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y
LP002545,Male,Black,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N
LP002555,Male,Black,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y
LP002556,Male,Black,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N
LP002560,Male,Black,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,0.84,Semiurban,Y
LP002562,Male,Black,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,0.84,Urban,Y
LP002571,Male,Black,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y
LP002582,Female,White,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y
LP002585,Male,Black,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N
LP002586,Female,Black,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y
LP002587,Male,Black,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y
LP002588,Male,Black,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,0.84,Urban,Y
LP002600,Male,Black,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y
LP002602,Male,Black,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N
LP002603,Female,Black,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y
LP002606,Female,Black,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y
LP002615,Male,Black,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y
LP002618,Male,Black,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,0.84,Rural,N
LP002619,Male,Black,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y
LP002622,Male,Black,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y
LP002625,Male,Black,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N
LP002626,Male,Black,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y
LP002634,Female,White,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y
LP002637,Male,Black,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N
LP002640,Male,Black,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y
LP002643,Male,Black,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y
LP002648,Male,Black,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N
LP002652,Male,Black,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N
LP002659,Male,Black,Yes,3,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y
LP002670,Female,Black,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y
LP002682,Male,Black,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N
LP002683,Male,Black,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N
LP002684,Female,Black,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N
LP002689,Male,Black,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y
LP002690,Male,Black,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y
LP002692,Male,Black,Yes,3,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y
LP002697,Male,Black,No,0,Graduate,No,4680,2087.0,146.41,360.0,1.0,Semiurban,N
LP002699,Male,White,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y
LP002705,Male,Black,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y
LP002706,Male,Black,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y
LP002714,Male,Black,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y
LP002716,Male,White,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y
LP002717,Male,Black,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,0.84,Rural,Y
LP002720,Male,Black,Yes,3,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y
LP002723,Male,Black,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N
LP002729,Male,White,No,1,Graduate,No,11250,0.0,196.0,360.0,0.84,Semiurban,N
LP002731,Female,White,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y
LP002732,Male,Black,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y
LP002734,Male,Black,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y
LP002738,Male,Black,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y
LP002739,Male,Black,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N
LP002740,Male,Black,Yes,3,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y
LP002741,Female,Black,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y
LP002743,Female,Black,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N
LP002753,Female,Black,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y
LP002755,Male,Black,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y
LP002757,Female,Black,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,0.84,Semiurban,Y
LP002767,Male,Black,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y
LP002768,Male,Black,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N
LP002772,Male,Black,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y
LP002776,Female,Black,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N
LP002777,Male,Black,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y
LP002778,Male,White,Yes,2,Graduate,Yes,6633,0.0,146.41,360.0,0.0,Rural,N
LP002784,Male,Black,Yes,1,Not Graduate,No,2492,2375.0,146.41,360.0,1.0,Rural,Y
LP002785,Male,Black,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y
LP002788,Male,Black,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N
LP002789,Male,Black,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N
LP002792,Male,Black,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y
LP002794,Female,Black,No,0,Graduate,No,2667,1625.0,84.0,360.0,0.84,Urban,Y
LP002795,Male,White,Yes,3,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y
LP002798,Male,Black,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y
LP002804,Female,Black,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y
LP002807,Male,Black,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y
LP002820,Male,Black,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y
LP002821,Male,Black,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y
